source,question,answer,rating
, #   #####        ## ##  #     ###     ###    #### #  #   # #     #      ### ##   #    #         #   # ##    #                     #   # #   ####### #   #   # #  ##    #    #  #   #          ####  #   # ## #          # ## ##      # # ##    ### # # ##  ####  ##       #  #   #  # #  ### ###  #   # ##  #   #  ### # ###  ##    #  ##  #  #          #      ## # ## ### #    ## ###  # #      # #      #   #  ## #  ## #     #   #### #### #      # #      #  #    #  ####    ## #  #    #       #      #   #   ## ## #  ### # #     #    ##    ##   #        #   #  ##   ## ###        S######    #     #    #   #  #   # ## # #    # #    # # # #   # #      ## # ##   ##    #  ##### # ## ##     ## # # ## ##   # #     ##    #  #   # #            ###  #   #        #   #  # # ## #    #  #    #  ### ###   ####    ##    ###G #     ## #### # # ####   ##    ## #### # # ##     ###  #  ##   ###             ### #    ###, #   #####        ## ##  #     ###     ###    #### #  #   # #     #   ooo### ##   #    #         #  o#o## ooo#ooooooooo           o#ooo#o#ooo#######o#   #   # #o ##ooo #    #  # o #     ooooo####  #   # ## # o    oooo# ## ##      # # ##ooo ###o# # ##  ####  ##    ooo#  #  o#  # #  ### ###  #  o# ##  # o #  ### # ###  ## ooo#  ##  #oo#          #oooooo## # ## ###o#    ## ### o# #      # # oooo #   #  ## #o ## #     # oo#### #### #   oo # #      # o#    #  ####   o## #  #    # oooo  #      #  o#   ## ## #  ###o# #     #   o##    ##   #    o   #   #  ##o  ## ###        S######    # o   #    #   #  #   # ## # #  o # #    # # # #   # #      ##o# ##   ##    #  ##### # ## ##o    ## # # ## ##   # #     ##ooo #  #   # #            ###  #ooo#        #   #  # # ## #    #o #    #  ### ###   ####    ##oo  ###G #     ## #### # # ####oo ##oo  ## #### # # ##     ###oo# o##   ###             ### #oooo###,110
,# #  ##  # ##   # # # # ###     # # ##   ###   #   ##       # #     # ##  ####  ##     #  #      ##  # #   ##    #   #      #   ## #     ###  # # #    ## ## # # #         #  ##  #  # ##   #      ##### # #      #    ## # # ### ## ###   #       #      #     #  ## #   ##    ####  #    # ### ## #  ## #        ### ##  #   #   ##  ##     ## # # ## #S    #   ##    #  ##### # ###   # #### #  #    #  ###  #  ##  #    ##  ## ##       #            ###             ######     ## ###      #    #     ##  # #   ##   #  #    # #  #  ### ##  #    ##       ###   #  #  #    # #        # ###         #  #  #   ### ### #  ##  ### ## ##   #  ## # # #  # # #     #   #      #  # #  ####  # #  ## #  ##    ###  # #    #    # ## ##      ##      # # #   #   ####               ## #    # #   #  #  # #     ##  ##  ##  #    # ###   #   ## ##G   #  #   #       #   # ##   ##   # #    ## # ### ##   #    ##  #     ##      ##,# #  ##  # ##   # # # # ###     # # ##   ###   #   ##   ooo # #     # ##  ####  ##ooooo#o #      ##  # #   ##  oo#   #o     #   ## #     ###oo# # # oo ## ## # # #  ooooooo#  ##  #o # ##   #oooooo##### # #     o#    ## #o# ### ## ###   #   o   #   ooo#     #  ## #   ## o  ####oo#    # ### ## #  ## #o   oooo### ##  #   #   ##  ##o  oo## # # ## #S    #   ##   o#oo##### # ### o # #### #  #oo o#  ###  #  ##o #    ##  ##o##o      #      oooooo###    o  oooooo######     ##o###    o #    #oo   ##  # # oo##   # o#    # #o #  ### ## o#    ## o     ###o  #  #  #  oo# # oooo   # ###oooooooo #  #o #  o### ### #  ##  ###o## ##oo # o## # # #  # # #   o #   #ooooo #  # #  ####  # #o ## #  ##    ###  # #    #  oo# ## ##      ##      # # #  o#   ####               ## # oo # #   #  #  # #     ##  ## o##  #    # ###   #   ## ##Gooo#  #   #       #   # ##   ##   # #    ## # ### ##   #    ##  #     ##      ##,119
,     ## #    ## # # #     ## # #         #  #  #     #  #   #  #  # ## # #  ### ##    # # #   ### # ##  S## #  ###   # #  ###    #   #  ##  # #    #   #####     #  #  ##   #      #   ## ###  # #  # # #  # #          #  ###    # ##  # ####     ##    # #   ##  ##  # #     # #     # #   #  ##  ##  # # ###### ##  #### #    #  ##     #  #   ##   ### # # ##   #  #   #  #  ## #       #           ## ### # # #     #    #          #  #     #     #    ## #     ## ##  # #  G #  ###   #  # #   #      # #  # #   #   ##  ## ## #  ##   ## ##   ##        ###        # ###        #   #    ## #   # ##   #  #### ##  #  #  # #   ##  # ### #    ##      # #  ##  ###  #  ## # #       #  # #      #   #    ##        ## ####  #### #   #     #  ##        #  #       ##  #   #  # #    ###       ##   ##  ## ###         # ##  # ##      #  #      ###  #        ## ##  ##   # # ####   #  ##   ###   # ### #  #  #   #      #,     ## # ooo## # # #     ## # #ooooooooo#o #  # oooo#  #   # o#  # ## #o#  ###o##ooo # # #oo ### # ##ooS## #o ###o  # #oo###    #   #  ## o# # o  #  o#####     #  #  ##ooo# ooo  #o  ## ###  # #  # # #o # #ooo oooooo#  ###    # ## o# ####o    ##o   # #   ##  ##o # # oo  # # oo  # #   #  ##oo##  #o# ######o##  #### # ooo#  ## o   #  #oo ##   ### #o# ##   #o #   #oo#  ## #     o #  ooooo    ##o### # # #    o#   o#        oo#  #     #  oo #  oo## #  ooo## ##  # #  Go#  ###oo #  #o#   #      # #  # #   #oo ## o## ## #  ##   ## ##   ##o    o  ###        # ###ooooooo #  o#    ## #   # ##  o#  #### ##oo#  #  # #   ##  #o### #    ##o     # #  ##  ###oo#  ## # # o     #  # #      #oo #    ## ooooooo## ####  ####o#   #     #  ##oooo    #  #  o    ##  #   #  # #o   ###ooooo  ##   ##  ## ### oooooooo# ##  # ##      #  #      ###  #        ## ##  ##   # # ####   #  ##   ###   # ### #  #  #   #      #,147
,S  #   #  ## #   ##  #   #  ###  #  ## ###                 #    ## #     ##  ##   #  #    ##       #   #  #   # # ##   #       #  ##       ###       # ##  ## ### #     #  ###   ##  # ## #     #     ###    # ######    ##      # #     ## # ##    ###     #  # #   #  # #   #      ##  #    #     #    # ##  #     ## # #  # #  #             #   #####   #    ##   ###   #  #      #       ## #####  ###   #    # #    #     #     ###  #  #  # #     # #    #    #  #    ##  #  #   # # #     ## #   #   ## ###    #### #  #  ## ##  #      ##       #     #  #   ## # # #  #   ###    # # #     #  #      #     #    #  ##  ##     # # #  # #   #  # # # #    # #   ##   #    #      ##  # #### #  # #   ## # # ## #   ##   # #G## #     #      ###### # ### #      ##      ##   #  ##    #     #  # ## #  ###       #    ####  # # ####   # ###  # # #  ## #      #  ##   # #####   ##  #       #      ###  ## #  ## ##  ##   ,So #   #  ## #   ##  #   #  ###o #  ## ###                 # oo ## #ooo  ##  ##   #  #    ##ooooooo#ooo#  #   # # ##   #       #  ##oo     ###       # ##  ## ### #o    #  ###   ##  # ## #     #o    ###    # ######    ##    o # #     ## # ##    ###     #o # #   #  # #   #      ##  # ooo#     #    # ##  # ooo ## # #o # #  #          ooo#oo #####o  #    ##   ###ooo#  #oo    #oo     ## ##### o###   #o   # #o   #     #    o###  # o#  # #oooo # #    #  o #  #  oo##  #  #o  # # #   oo## #   #ooo## ###oo  #### # o#  ## ##  #ooooo ##oo     #  o  #  #   ## # #o#  #oo ###   o# # #     #  # oo   #o    #  o #  ##  ##     #o# # o# #   #o # # # #    # # oo##oo #    #o     ##  # #### #o #o#   ## #o# ## #   ##   # #G##o#     # o    ###### # ### #  o   ##   ooo##   #  ##ooo #oooo #  # ## #oo###ooooooo#oooo####  # # ####ooo#o###  # # #  ## #      #  ##ooo# #####   ##  #       #      ###  ## #  ## ##  ##   ,126
,# ##      # # #  #  #S  # #    #      ##    #    ### ##     #   G#### # ### #  # # #  ##    ###     ##   # # # # # #  #    # ### #   ####      ##      ##  # # ###     ##  ##   #           #   ##  ### # #     # ### #      ##    ##    #          # # # ##     ##  #    #    #           # ##   # ####  ##   ### ### ##  # ##### # #      ###     ##  #  #     # #  #   # #  ####   #       ##  ###     # ##  # ## #     #   ###         #   #   ###       #       ##### # ##   #  ####   #   ##        # #  # # ###  #    #  #     #  ###   ## # #  #    ####   #      # #  # #  ###   #     #  ###  ##### ### ## # #  #    ##    ##  ## #   #    #    ###   #  #  ## ##   ##   #      #   #  # # #  ##  ### # #    #  #    #   # ##  #    #  ### ###      ###       #    # #   ##   #     #  #       ##     # #    ## # ## # ##     #  #  #      ####  # #        ##    ##    ##   # #     ## ####      #   # #  #      # ##  # ,# ##      # # #  #  #So # #    #      ##    #    ###o##     #oooG#### # ### #  # #o#  ##   o###     ##   # # # #o# #  # oo # ### #   ####   ooo##     o##  # # ###     ##oo##   #   oooo    #   ##  ###o# #     # ###o#      ##    ##oooo# ooo     o# # # ##     ##  #oooo#o   #oo         # ##   # #### o## oo### ### ##  # ##### # # ooo o###     ##  #  #     # #  #o o# #  ####   #       ##  ###o o  # ##  # ## #     #   ### o o     #   #   ###       #   o oo##### # ##   #  ####   # oo##oooooooo# #  # # ###  #   o#  #     #o ###   ## # #  #  o ####   # oooo # #  # #  ### o #     #  ###o ##### ### ## #o#  #    ##   o##  ## #   #   o#    ###   # o#  ## ##   ## oo#      #   # o# # #  ##  ###o# #    #  #   o#   # ##  #   o#  ### ###    o ###       # oo # #   ##   # oooo#  #      o##     # #    ## #o## # ##   o #  #  #      ####oo# #  ooooo ##    ##    ##   #o#   oo## ####      #   # #  #oooooo# ##  # ,110
,  ### ## ##      ##     ##  #   #   # # ####  ####  #  #   #   #  #        ##   #  #   #     #    #  ## ##    #           #### ##  #          #  #                ### ##### #    # ##        #    ## # #    ## ##     #  # # ##  ### #       # #         ## # ##### #  #          ##  # #      ##    # ### ####   # # # # #  ##  #   #    ##   #   #  ### ##  # # # # # #   ##  #  #       # ##          #  #   ##    #### #    #     ###  #  ##  ##   #     #  ##    #        ##  ### ### #   #  # # #      #   # # # ##     # # #  # # # ##   ##     # #     #   ##   ##  ##  #   #####  ## # #  #  #   # # #     #  # ##  # ##  #  G   # # #  ##  #  #      #  #      ## #     ## ### #    ## ## #   ### ##  #   ###   ##  # ####  ## #    #      #   S#   # # #  #   ##   #    ###   #   ## ##       ###       ##   ## ## ##  # # #  ##    #  #   ##      #           #     # #  #       ##       #     #   #     # #### ##     ,  ### ## ##      ##     ##  #   #   # # ####  ####  #  #   #   #  #        ##   #  #   #     #    #  ## ##    #           #### ##  #          #  #                ### ##### #    # ##        #    ## # #    ## ##     #  # # ##  ### #       # #   oooo  ## # ##### #  #         o##oo# #      ## ooo# ### ####o  #o# # # #  ##oo#oo #    ## o # o #  ### ##oo# #o# # # # oo## o#  #   oooo# ##o       oo#  #oo ## ooo#### # o  #    o###  #o ##oo##   #oooo #  ## o  #   ooooo##  ###o### #   # o# # #      #   # #o# ##     #o# #  # # # ##   ##oo   # #  oo #   ##   ##  ##  #o  ##### o## # #  #  #   # # #ooo  #  #o##  # ##  #  G   # # #o ##  #o #      #  # oooo ## #oooo ##o### #    ## ## #oo ### ##o # o ###   ##  # ####oo## #ooo # oo   #   S#   # # #oo#  o##   #o   ### o #   ## ##ooooo  ### o     ##o  ## ## ##  # # #  ##ooo #  #o  ##      #           #ooooo#o#  #       ##       #     #ooo#     # #### ##     ,114
,#   # #    #  #  G # #   #  #  ###     ##   #   ###  # #    #    #S      #       #  #   #     ####    ##   #  # ##      #  ##  # #  # # ######   ##  # ##       #   #   #    # ### # ## ##   #   ##     # # # #  ## ## ### #    ## ######     ##  #  # #  ## #  #  # # ##    #    #   # #       #     ##   ##### #  ##     # # # ## #  # #### # #     ##     #      #   #        ##  #  ######  # # # #    ##    ## ##  # # # ##  ## ## #   # # ###    #  # #  ## # #  ###  #####   #      ##    ## #  ## #  ## #   ## ## #    #      ## #   ###   ##  #    #   # # # #   #     ##    #      #    #  #  # ##   # #       ##       #    # ###    #  #    # #     ##   # ## ##   # #  # #  #### #   # ## #  ###  #      #####   #  #  ##           #  ## #    #####  ##       ##        ###   ## ##    #   # # ##          ###    #  #   #####   ## ## #     ####  ####    #    #   ####      #    #   ### ## ##        ##        #   ,#   # #    #  #  G # #   #  #  ###     ##   #  o###  # #    #    #Soo    #  oo   #  #   #     ####ooo ## oo#  # ##oooo  #  ##  # #oo# #o######ooo##oo# ##       #o  #o  #oooo# ###o# ## ##   # o ##ooooo# # # #oo## ## ### # oo ## ######    o##  #  # #  ##o#  #  # # ##  o #    #   # # o     #     ##oo ##### #  ## oo  # # # ## #oo# #### # # oooo##     #   ooo#   #   ooooo##  #  ###### o# # # #  oo##    ## ##  # # #o##  ## ##o#   # # ###    #  #o#  ## # #o ###  #####   #ooooo ##    ##o#  ## #  ## #  o## ## #    # ooo  ## #   ### o ##  #    #   #o# # #   #    o##ooo #      # o  #  #  # ## oo#o#oo     ##  o    #    # ###ooo #oo#    # #ooooo##   # ## ##   #o#  # #  ####o#   # ## #  ### o#      #####o  #  #  ##      o    #  ## # ooo#####  ## ooooo ##        ###o  ## ##oooo#   # # ##        oo###oooo#  #   #####   ## ## #ooooo####  ####    #    #   ####      #    #   ### ## ##        ##        #   ,132
, #   #   ##   # # # #   #    ## ###       #   #     # # #  ## ##   ##  #     #      #  ##  ## ##       #        #  ## #      #       ## #    #  #    #    #      # # ##  #  ##  #     #   # ### ##  ##  #  ##   G #     #    ######   ###  # # ##   #       #  #  # ##          # ##  # #### ##  ## ##       # # ##  #   ## #   #   #  ##  # #      ### #  ##   #  #   ##   #    #     # ### #    # #   #     #   #   # ## # #     #  #### #   #   #    #### #  ## ##   ##   #   #  # #  # #       ##        ##   # # # # # ## # #     #    ###   #    # # #  #  # ##  #### ##    #  #   # # # # # # ### ###  # ## # #   ##   ###    #      ## # ### #  ##  #  ###   # # # # ##   #       ## ###   # #      ##    #    # #  #     #  # ##   # # #  #          # ##  ###   #   ##   # #     # ## # #   #S# #  ###    #   ####   ##  #  #  #  ## #      # #  ##    ###     # #   # #  #   # #   # # #   # ## #  #    # ##     ##   #  , #   #   ##   # # # #   #    ## ###       #   #     # # #  ## ##   ##  #ooo  #      #  ##  ## ##      o#oooo    #  ## #      #    ooo## #o   #  #    #    #  oooo# # ##oo#  ##  #     #   #o### ##  ##o #  ##   G #     #o   ######oo ###  # #o##   #  o    #  # o# ##      o   # ## o# #### ##o ## ##  ooo  # # ##o #   ## #ooo#ooo# o##  # #   o  ### #  ##ooo#o #oo ##ooo#  o #     # ### # oo #o#  o#ooooo#   #   # ## # #oooo #oo#### #   #   #    #### #  ##o##   ##   #   #  # #  # #    o  ##        ##   # # # # # ##o# #     #    ###   #    # # #o #  # ##  #### ##    #  #   #o# # # # # ### ###  # ## # #  o##   ###    #ooooo ## # ### #o ##  #  ###  o# #o# # ##   # oo    ## ###  o# #oooooo##    #oooo# #  #  oo #  # ##o  # # #  #oooooooooo# ##  ###ooo#   ##   # #     # ## # #   #S# #  ###    #   ####   ##  #  #  #  ## #      # #  ##    ###     # #   # #  #   # #   # # #   # ## #  #    # ##     ##   #  ,111
, ## #    #   # #   #       #   # #       # ###    S  ### ##  ### # ### #     # ####  ## # # #   # # ##  ##        #    ## # ## #  #   #   # #   #   ### # ## #  #  #  ## # ##  ##   ###  #####    ## ### ## #  ## ######  #### ### #    #  ### #  #      #  # ## # ##  #   ###  #G  # ###   # # # # # # # # ##  #   ##  # ## ##  #    ## #    #    #  #  #   # ##  #  ##     ### #    ### #   #    #    ##### #####   # ###  #  #  # # # #   # # ####  # #  #  #    ###  ## # #    #   #         #   # # ### # #### # # #      ##        ##   # #  # ## ###    ## #    ##     # # #  #     ####  # #    #   #######       ### # # ## #  ### ##  # # # #  #     # ##    #      ## #  #  # # ### ## #    #  # #####         ### #       #  #####    #      #   #  # ##    ###  #     ###      ###    ## # ##  #     # ##       ####   ##  # # #      ## # # #   ##   ###   ####  #  ## ### # #      #   ##########  #     #   #     # , ## #    #   # #   #       #   # #       # ###  ooS  ### ##  ### # ### #     #o####  ## # # #   # # ##  ##  oooo  #    ## # ## #  #   #   # #ooo#   ### # ## #  #  #  ## # ##o ##   ###  #####    ## ### ##o#  ## ######  #### ### #    #oo### #  #      #  # ## # ##  #oo ###  #G  # ###   # # # # # #o# # ## o#   ##  # ## ##  #  oo## #   o#    #  #  #   # ## o#  ## ooo ### #    ### #   # o  #  oo##### #####   # ###  #oo#  #o# # #   # # ####  # #  #o #  o ###  ## # #    #   #   o    o#   # # ### # #### # # #oooooo##  ooo   ##   # #  # ## ###oo  ##o#oooo##ooo  # # #  #   oo####o # #oooo#o  #######    ooo###o# # ## # o### ##  # # #o#o #oo   # ##  o #      ## # o#o #o# ### ## #o   #  # #####o oooo   ### #  ooo  #  #####oo  #      #   #  #o##oooo### o#     ###      ###oooo##o# ##oo#     # ##       ####  o##  #o# #      ## # # #   ## o ### o ####  #  ## ### # #   o  #ooo##########  #     #   #ooooo# ,114
,#          #     #     ####      #  #  # # #      ##   #  #    #  ##  ## #  ## #  # #    #   #  #  ## #  #### #      ##  ## ##  ##    #   ##### #      # #    # # ## #  # ## #    # # ###     # #  ## #     ###   #  #        ## # #     ##    ##   ##   # ## ##   #  # #        ##     ##  #    #       ##        #  #  ####  # # # #  # # # ## # #    # #   ##### ### #  # #   # #    # #    #   # #    ####  ###  ## #    # #  # ###  #####  ### #             ##    #  # #### #   #     #    #  #      # ### #   ##    # #    ## ## ###  ## ##  ##   #  # ##    ##   #  #  ## ##    #       #  #    #  ## ## # ## # #  # ##  ####  #     ##G ### #        ## #   #   # ## ####    ###     ## #  ###   #    ##    # #  # ##  ###   S ######    ## #      # ### #      #  ##  ##   # #   ##   #  ###    # # # #       ##  ####  # ###  #    #   # ###    ###  ### # #  #   # ##         ## #  ##  ##    ##    #      ######### # #,#          #     # oooo####      #  #  # # # ooooo##oo #  #    #  ##  ## #oo## #  #o#    #   #  #  ## #oo#### #  ooo ##  ## ##  ## ooo#   ##### #o     # #    # #o## #  # ## # ooo# # ###     #o#  ## #     ###o  #  #    oooo## # #ooo  ##  o ##   ##  o# ## ##  o#o # # oo     ## ooo ##  #   o#ooooooo##  oooooo#  #  #### o# # # #  # #o# ## # #    # # oo##### ### #o # #   # #    # #o   #   # # ooo####  ###  ## #o   # #  # ###o #####  ### #  ooo        ## ooo#  # #### #   #ooo  #    #  #oo    # ### #   ##oo  # #    ##o## ###  ## ##  ##o  #  # ##  oo##   #  #  ## ##o   #       #o #    #  ## ## #o## # #  # ##o ####  #     ##Go### #       o## #   #   # ## ####    ###  o  ## #  ###   #    ##    # # o# ##  ###oooS ######    ## # oo   # ###o#      #  ##  ##   #o#   ##ooo#  ###    # # # #   oo  ## o####  # ###  #    #   #o###  o ###  ### # #  #   # ##ooooooo  ## #  ##  ##    ##    #      ######### # #,119
,  #  # # # ###    #     #####  ###     # #  #       ### ###  #### ### #   #    ##  # #  ##   #   #    # #  ## #    # #   ##   #  # #  ### # #         ####    # # #    ## #  # ## # ## #   #   #  # # ## ### #   #### # #      #   ##### # # # # #  ## #   ###        # ##       # #      #  #####         # # #   # # ##### ####  #   ###   ##      ## ##  ## ## #     G  ## #######   ####  #     # ## ##  #   ### #    ####  #      ##   ###    #    ##          ## ##   # #  ##  #   #       #  #   #         #####  # #       ##  ##    # #  # ##     #       ##  #        ## ##    ##   #    #### # #   ## ##     # ##  # #  ## #   ##   #     #    #  #       # ###  ###### ##  #    #    ##    # ##    #  #    #  # #     #  # ##     #   ###  ## #  # ## ##     ##    # #  #       #  #     ### ###  #    # # # #  #   # #   ###       #  #  #    ###     # # ##   #     #  #  ##   # S### # ###    ####  # #    ## #  #   ,  #  # # # ###    #     #####  ###     # #  #       ### ###  #### ### #   #    ##  # #  ##   #   #    # #  ## #    # #   ##   #  # #  ### # #         ####    # # #ooo ## #  # ## # ## #   #   #oo#o# ## ### #   #### # #   ooo# o ##### # # # # #  ## #  o### oooooo # ##       # #    o #  #####ooooo    # # #   # #o##### ####  #oo ###   ##oooooo## ##  ## ## #o    Goo##o#######   ####  #  o  # ##o##o #   ### #    #### o#    oo##ooo###    #    ##   o    oo## ##ooo# #  ##  #   # oo   o#  #   #ooo      #####  #o#  o    ##  ##oo  # #  # ##  o  #oo     ##  #oo      ## ## o  ##o  #    ####o# #   ## ## o   #o##  # #  ##o#   ##   #  ooo# o  #  #    oo # ###  ######o##o #    #   o##    # ##    #oo#o   #  # # o   #  # ## oooo#ooo###  ## # o# ## ##  ooo##oooo# #  # ooooo #  #   oo### ###o #    #o# # #  #   #o#   ### oooooo# o#  #    ### oo  # # ##   #oooo #  #  ##   #oS### # ###    ####  # #    ## #  #   ,126
,#   # ##  #   ##  # #  ##    ### ### ## ##        # ## # #          #    ## ####### ##  ##      # ##     #    ## #           ##   #  ## #  #   ## # ###      #       ####   # # #      # #  #  # #     ##  #      # #   ## ### #    #    ##    #  # ##     # ## # #    #  #     # ##    # # ### ##      # ##   #      ##   ## # # #   #  #   ##     #   ##    # #  # #  #   #   # #   # #   # #         #G##    #####  #    # # ###   ####  ### #### ###  # ##    ## ##  #    ##   ## ##   # #       ## ## # # #  # ##  #  ## # #       # #    # # ####  #        #     #  # ##    ### #  # ##     #       #   #  #### ## # ###         # #   #  ###    #  #       ##### #       # ##       ## # S###    # ##  # ## ##   #      # ##    #       #  ## ## #  ##      #  #     # #  ##   ###   #       # # # # ###  # # #     #     #  # #  # #  #              ##    ## ####   # #### #   ##  #      ###  ### #   #    #  ### # #    ,#   # ##  #   ##  # #  ##    ### ### ## ##        # ## # #       ooo#    ## ####### ##  ##    oo#o##     #    ## #          o##oo #  ## #  #   ## # ### ooo  #ooooooo####   # # #    oo# #  #  # #o    ##  #      #o#   ## ### #oooo#    ##    # o# ##     # ## #o#    #  #    o# ##    # # ###o## ooo  # ## o #      ##   ##o# #o#o  #  # o ##     #   ## o  #o#o # #  #ooo#   # #   # #oo #o#ooooooo  #G##    #####  #oooo# # ###o  ####  ### #### ###  # ##   o## ##  #    ##   ## ##   # # o     ## ## # # #  # ##  #  ##o# #       # #    # # ####  # o      #     #  # ##    ### #oo# ##     #       #   #  ####o## # ###         # #   #  ###o   #  #       ##### #oooooo #o##       ## # S###   o# ##o #o## ##   #oooooo# ## oo #  oooo #  ## ##o#  ##     o#  #     # #  ## oo###   #   o   # # # # ###  #o# #     #  o  #  # #  # #  # ooooooooooooo##    ## ####   # #### #   ##  #      ###  ### #   #    #  ### # #    ,112
, ## #    ##     ##       ##### #   #  #         ### #     # #       #    ##          # ##    # #   # #  ####  #   #   #  ##     #  #    #  # #  # #####        # #       ## # #   #  #   ##  ## ##   ## #   #    ###  ###  # # ## ##   ### ##    ##      #    #    # #  #  # # ###    #   #  ##    ### ##  ##### ##     #     ### ##       ##   #     ##   # #              #     #   ###   #  #    # ## #       #  # ## ##G# ###   ##   #      ## #  ##   #   #      ##  #    # # # #    # #      ### #  #      # #  ## #  #### ## #   #  ##   # ## #   #      # # ##   ##  #     #    ## ###     #      #  ### ##         # #  #   ###   #   #   #  #   #  #  #  #  # #     # ####   ##   ####  # ####  # ##   ####  ## ###    ##      ## ###  # # # #        ##     ## #  ##        # ######   #    #        #   # #       #   # ##  ###  #  #  #           #   # #     #   #  #  # # ##   ## ####   ##   #     #    #   ## S  # , ## #    ##     ##       ##### #   #  #         ### # ooo # #       #    ##    oooooo#o##    # #   # #  ####oo#   #oo #  ##     #  #    # o# #  #o#####        # #    ooo## # #o  #  #   ##  ## ## oo## #   #ooo ###  ###  # # ##o##   ### ##oo  ##      # ooo#ooo # #  #  #o# ###    #  o#o ##o   ### ## o##### ##    o#ooooo### ##    o  ##   #  ooo##   # #  ooooooo     #    o#   ###   #oo#    # ## #     o #  # ## ##G# ###   ##   #   o  ## #  ##   #   #      ##  #ooo # # # #    # #      ### #  #o     # #  ## #  #### ## #   #o ##   # ## #   #      # # ## o ##  #     #    ## ###     # o    #  ### ##         # #  # o ###   #   #   #  #   #  #  #oo#  # #     # ####   ##   ####o # ####  # ##   ####  ## ### o  ##      ## ###  # # # #ooooo   ##     ## #  ##      oo# ######   #ooo #        #  o# #       # oo#o##  ###  #  #oo#  ooooooooo# oo# #     #   #o # o# # ##   ##o####   ##   #ooooo#    #   ##oS  # ,111
,        #    ### ##  ##   # # # ###  ##G      ##    #   ###  #       #    # #       #  #   #   ##  ### # # #    # #   # # # ####   #         ### #  # # ######  ###    ## #        ##      # #######  ##         #      #   #   ### # ####       # ## #   ##  #  #  #   #   #  #       ###   # #   ###  # #   # ####  #    # #  ## ## ##   #  #   # #  ##   #    #   # #  # #  # ## # # ## #         #   ###   #   ###  ##  #### ### #   ###   ## #  # # #   ##  ## ## # ##  #         #  #        ##         # # # ##       #  ##     # # #     # # #  #      #         # ##  #      #  #          #    #  #   ##     #      #  ## #  ## ## # # ### # #   ### ######  #    #   ##  # ## #  ###          #  #     ## #  # ###  # ##     ###    S     #  ##   ## # #  # ##   #      # #   # #           ## ## # #    ## ### ##  #    # ## ##  ####  # #   #  #   ###  #           # #  #  #  ##    ###       ##   # #         #   # #,        #    ### ##  ##   # # # ###  ##Go     ##    #ooo###  #       #ooo # #    ooo#o #   #   ##  ###o# # #  oo# #oo # # # ####   #ooooooooo### #o # # ######  ###    ## #     o  ##      # #######  ##      o  #      #   #   ### # ####  o    # ## #   ##  #  #  #   #oo #  #       ###   # #   ### o# #   # ####  #    # #  ## ##o##   #  #   # #  ##   #    # o # #  # #  # ## # # ## # ooooo   #   ###   #   ###  ##oo#### ### #   ###   ## #  # #o#   ##  ## ## # ##  # oooooooo#  #        ##       oo# # # ##       #  ##     # #o#     # # #  #      #     oooo# ##  # oooo #  #     ooooo#    #  # oo##o    #    oo#  ## #  ## ##o# #o### # #  o### ######  #  o # oo##  # ##o#  ### ooooooooo#  #o    ## #o # ### o# ##     ###ooooS    o#  ##ooo## # #  # ##   #     o# #  o# #           ## ## # #oooo##o### ##  #    # ## ##  ####o #o#   #  #   ###  #         oo#o#  #  #  ##    ###       ##ooo# #         #   # #,115
,    #    # #  #     ###        #     ## # ##     ##  ##      ###### ##   #         #      #  ## #   ###   ### #  # ##  #   ## #     # ## ###     #  # ##    #   #   #     #####     ### #       # # #  #                   ## #  ### # #   ## # #   # #  ## #######  ## #   #             #    ##  # #      # # #### ##     #      ## #   ##  ##   ##   ### ## ###  #  # #               # # # ## ##  ##  # #     # # #   ##     ##  #     ### #    # ##G#  #  #    #    # # #   #  ##     #     ## #  #           ##     #   ##   # ## #  ##   ########### ####  ###  #     ## ###   # #     #    ##       #  ## #   #   # ###  #  #### ### ## #  ##           #      #  ##    #  #  #        ## ######    ## # ## # ####### #  #  ##     #  #   #     # #### #          # #  #    #    ##### ## ##    ###  # #  #  #   #    #  #   #    ## #     ##   ## #  ## S #     #     # ####   #   ##     #     # #  # # ##    #   ##  #   ,    #    # #  #     ###        #     ## # ##     ##  ##      ###### ##   # ooooooo #oooo  #  ## #   ###ooo### #o #o##o #   ## #     #o## ### oooo# o# ##    #   #ooo#     #####  o  ### #      o# # #  #       o           ##o#  ### # #   ##o# #   # #  ##o#######  ## #  o#            o#    ##  # # ooo  # # #### ##o    #      ##o#   ##  ##   ##o  ### ## ### o#  # #   ooooooo     # # # ##o##  ##  #o#     # # #   ## ooo ##  #   o ### #    # ##G# o#  #    #ooo # # #   #  ##oooo #     ##o#  #           ##     #   ## oo# ## #  ##   ########### ####oo###  #     ## ###   # #     #ooo ##       #  ## #   #   # ###o #  #### ### ## #  ##        o  #      #  ##    #  #  #ooooo   ## ######    ## # ## #o####### #  #  ##     #  #   #ooooo# #### #   oooo   # #  #    #oooo##### ##o##o   ###  # #  #  #oo #    #o #o  #    ## #     ##ooo## # o##oS #     #     # ####oo #ooo##     #     # #  # # ##oooo#   ##  #   ,113
